1766951177.269029 server started (78177): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1766951177.269082 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jul 14 11:30:34 PDT 2025; root:xnu-11417.140.69~1/RELEASE_ARM64_T8103
1766951177.269099 using libevent 2.1.12-stable select
1766951177.269117 using utf8proc 2.11.2
1766951177.269130 using ncurses 6.5 20240427
1766951177.303252 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1766951177.303255 yylex_token: end at WS
1766951177.303259 yylex_token: >
1766951177.303262 yylex_token: end at WS
1766951177.303266 yylex_token: send
1766951177.303269 yylex_token: end at WS
1766951177.303272 yylex_token: -X
1766951177.303276 yylex_token: end at }
1766951177.303280 yylex_token: history-bottom
1766951177.303284 yylex_token: end at WS
1766951177.303287 yylex_token: 
1766951177.303293 yylex_token: end at WS
1766951177.303297 yylex_token: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1766951177.303300 yylex_token: end at WS
1766951177.303304 yylex_token: C-r
1766951177.303307 yylex_token: end at WS
1766951177.303311 yylex_token: if
1766951177.303314 yylex_token: end at WS
1766951177.303317 yylex_token: -F
1766951177.303323 yylex_token: end at WS
1766951177.303326 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1766951177.303330 yylex_token: end at ;
1766951177.303334 yylex_token: copy-mode -t=
1766951177.303338 yylex_token: end at WS
1766951177.303341 yylex_token: send
1766951177.303344 yylex_token: end at WS
1766951177.303348 yylex_token: -Xt=
1766951177.303352 yylex_token: end at WS
1766951177.303355 yylex_token: search-backward
1766951177.303358 yylex_token: end at WS
1766951177.303362 yylex_token: --
1766951177.303366 yylex_token: end at }
1766951177.303369 yylex_token: #{q:mouse_word}
1766951177.303376 yylex_token: end at WS
1766951177.303380 yylex_token: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1766951177.303383 yylex_token: end at WS
1766951177.303386 yylex_token: C-y
1766951177.303390 yylex_token: end at WS
1766951177.303394 yylex_token: copy-mode
1766951177.303397 yylex_token: end at ;
1766951177.303400 yylex_token: -q
1766951177.303404 yylex_token: end at WS
1766951177.303408 yylex_token: send-keys
1766951177.303411 yylex_token: end at WS
1766951177.303414 yylex_token: -l
1766951177.303418 yylex_token: end at WS
1766951177.303421 yylex_token: --
1766951177.303425 yylex_token: end at }
1766951177.303429 yylex_token: #{q:mouse_word}
1766951177.303435 yylex_token: end at WS
1766951177.303439 yylex_token: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1766951177.303443 yylex_token: end at WS
1766951177.303446 yylex_token: c
1766951177.303450 yylex_token: end at WS
1766951177.303453 yylex_token: copy-mode
1766951177.303457 yylex_token: end at ;
1766951177.303460 yylex_token: -q
1766951177.303464 yylex_token: end at WS
1766951177.303467 yylex_token: set-buffer
1766951177.303471 yylex_token: end at WS
1766951177.303474 yylex_token: --
1766951177.303478 yylex_token: end at }
1766951177.303482 yylex_token: #{q:mouse_word}
1766951177.303487 yylex_token: end at WS
1766951177.303490 yylex_token: #{?mouse_line,Copy Line,}
1766951177.303494 yylex_token: end at WS
1766951177.303497 yylex_token: l
1766951177.303501 yylex_token: end at WS
1766951177.303504 yylex_token: copy-mode
1766951177.303508 yylex_token: end at ;
1766951177.303511 yylex_token: -q
1766951177.303515 yylex_token: end at WS
1766951177.303519 yylex_token: set-buffer
1766951177.303522 yylex_token: end at WS
1766951177.303526 yylex_token: --
1766951177.303530 yylex_token: end at }
1766951177.303533 yylex_token: #{q:mouse_line}
1766951177.303537 yylex_token: end at WS
1766951177.303540 yylex_token: 
1766951177.303547 yylex_token: end at WS
1766951177.303550 yylex_token: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1766951177.303558 yylex_token: end at WS
1766951177.303562 yylex_token: C-h
1766951177.303565 yylex_token: end at WS
1766951177.303569 yylex_token: copy-mode
1766951177.303572 yylex_token: end at ;
1766951177.303576 yylex_token: -q
1766951177.303580 yylex_token: end at WS
1766951177.303583 yylex_token: send-keys
1766951177.303586 yylex_token: end at WS
1766951177.303590 yylex_token: -l
1766951177.303593 yylex_token: end at WS
1766951177.303596 yylex_token: --
1766951177.303601 yylex_token: end at }
1766951177.303605 yylex_token: #{q:mouse_hyperlink}
1766951177.303612 yylex_token: end at WS
1766951177.303616 yylex_token: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1766951177.303619 yylex_token: end at WS
1766951177.303623 yylex_token: h
1766951177.303627 yylex_token: end at WS
1766951177.303630 yylex_token: copy-mode
1766951177.303634 yylex_token: end at ;
1766951177.303637 yylex_token: -q
1766951177.303641 yylex_token: end at WS
1766951177.303644 yylex_token: set-buffer
1766951177.303648 yylex_token: end at WS
1766951177.303651 yylex_token: --
1766951177.303656 yylex_token: end at }
1766951177.303659 yylex_token: #{q:mouse_hyperlink}
1766951177.303663 yylex_token: end at WS
1766951177.303666 yylex_token: 
1766951177.303670 yylex_token: end at WS
1766951177.303674 yylex_token: Horizontal Split
1766951177.303677 yylex_token: end at WS
1766951177.303681 yylex_token: h
1766951177.303685 yylex_token: end at WS
1766951177.303688 yylex_token: split-window
1766951177.303692 yylex_token: end at }
1766951177.303695 yylex_token: -h
1766951177.303699 yylex_token: end at WS
1766951177.303703 yylex_token: Vertical Split
1766951177.303706 yylex_token: end at WS
1766951177.303709 yylex_token: v
1766951177.303713 yylex_token: end at WS
1766951177.303717 yylex_token: split-window
1766951177.303720 yylex_token: end at }
1766951177.303723 yylex_token: -v
1766951177.303727 yylex_token: end at WS
1766951177.303730 yylex_token: 
1766951177.303736 yylex_token: end at WS
1766951177.303739 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Up
1766951177.303743 yylex_token: end at WS
1766951177.303746 yylex_token: u
1766951177.303750 yylex_token: end at WS
1766951177.303753 yylex_token: swap-pane
1766951177.303757 yylex_token: end at }
1766951177.303760 yylex_token: -U
1766951177.303766 yylex_token: end at WS
1766951177.303769 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Down
1766951177.303773 yylex_token: end at WS
1766951177.303776 yylex_token: d
1766951177.303780 yylex_token: end at WS
1766951177.303783 yylex_token: swap-pane
1766951177.303787 yylex_token: end at }
1766951177.303790 yylex_token: -D
1766951177.303795 yylex_token: end at WS
1766951177.303799 yylex_token: #{?pane_marked_set,,-}Swap Marked
1766951177.303802 yylex_token: end at WS
1766951177.303806 yylex_token: s
1766951177.303809 yylex_token: end at }
1766951177.303813 yylex_token: swap-pane
1766951177.303816 yylex_token: end at WS
1766951177.303820 yylex_token: 
1766951177.303823 yylex_token: end at WS
1766951177.303827 yylex_token: Kill
1766951177.303830 yylex_token: end at WS
1766951177.303833 yylex_token: X
1766951177.303837 yylex_token: end at }
1766951177.303864 yylex_token: kill-pane
1766951177.303868 yylex_token: end at WS
1766951177.303871 yylex_token: Respawn
1766951177.303875 yylex_token: end at WS
1766951177.303878 yylex_token: R
1766951177.303882 yylex_token: end at WS
1766951177.303886 yylex_token: respawn-pane
1766951177.303889 yylex_token: end at }
1766951177.303893 yylex_token: -k
1766951177.303898 yylex_token: end at WS
1766951177.303901 yylex_token: #{?pane_marked,Unmark,Mark}
1766951177.303905 yylex_token: end at WS
1766951177.303908 yylex_token: m
1766951177.303912 yylex_token: end at WS
1766951177.303915 yylex_token: select-pane
1766951177.303919 yylex_token: end at }
1766951177.303922 yylex_token: -m
1766951177.303929 yylex_token: end at WS
1766951177.303933 yylex_token: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1766951177.303936 yylex_token: end at WS
1766951177.303954 yylex_token: z
1766951177.303958 yylex_token: end at WS
1766951177.303961 yylex_token: resize-pane
1766951177.303965 yylex_token: end at }
1766951177.303968 yylex_token: -Z
1766951177.303992 cmd_parse_build_commands 0:0: bind
1766951177.303995 cmd_parse_build_commands 0:1: -n
1766951177.303999 cmd_parse_build_commands 0:2: MouseDown3Pane
1766951177.304003 cmd_parse_build_commands 0:3 0:0: if
1766951177.304006 cmd_parse_build_commands 0:3 0:1: -Ft=
1766951177.304011 cmd_parse_build_commands 0:3 0:2: #{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}
1766951177.304015 cmd_parse_build_commands 0:3 0:3 0:0: select-pane
1766951177.304018 cmd_parse_build_commands 0:3 0:3 0:1: -t=
1766951177.304022 cmd_parse_build_commands 0:3 0:3 1:0: send
1766951177.304026 cmd_parse_build_commands 0:3 0:3 1:1: -M
1766951177.304030 cmd_parse_build_commands 0:3 0:4 0:0: display-menu
1766951177.304033 cmd_parse_build_commands 0:3 0:4 0:1: -t=
1766951177.304037 cmd_parse_build_commands 0:3 0:4 0:2: -xM
1766951177.304040 cmd_parse_build_commands 0:3 0:4 0:3: -yM
1766951177.304044 cmd_parse_build_commands 0:3 0:4 0:4: -T
1766951177.304047 cmd_parse_build_commands 0:3 0:4 0:5: #[align=centre]#{pane_index} (#{pane_id})
1766951177.304054 cmd_parse_build_commands 0:3 0:4 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1766951177.304058 cmd_parse_build_commands 0:3 0:4 0:7: <
1766951177.304062 cmd_parse_build_commands 0:3 0:4 0:8 0:0: send
1766951177.304066 cmd_parse_build_commands 0:3 0:4 0:8 0:1: -X
1766951177.304069 cmd_parse_build_commands 0:3 0:4 0:8 0:2: history-top
1766951177.304074 cmd_parse_build_commands 0:3 0:4 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1766951177.304077 cmd_parse_build_commands 0:3 0:4 0:10: >
1766951177.304081 cmd_parse_build_commands 0:3 0:4 0:11 0:0: send
1766951177.304085 cmd_parse_build_commands 0:3 0:4 0:11 0:1: -X
1766951177.304088 cmd_parse_build_commands 0:3 0:4 0:11 0:2: history-bottom
1766951177.304092 cmd_parse_build_commands 0:3 0:4 0:12: 
1766951177.304096 cmd_parse_build_commands 0:3 0:4 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1766951177.304100 cmd_parse_build_commands 0:3 0:4 0:14: C-r
1766951177.304104 cmd_parse_build_commands 0:3 0:4 0:15 0:0: if
1766951177.304107 cmd_parse_build_commands 0:3 0:4 0:15 0:1: -F
1766951177.304111 cmd_parse_build_commands 0:3 0:4 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1766951177.304114 cmd_parse_build_commands 0:3 0:4 0:15 0:3: copy-mode -t=
1766951177.304118 cmd_parse_build_commands 0:3 0:4 0:15 1:0: send
1766951177.304122 cmd_parse_build_commands 0:3 0:4 0:15 1:1: -Xt=
1766951177.304126 cmd_parse_build_commands 0:3 0:4 0:15 1:2: search-backward
1766951177.304129 cmd_parse_build_commands 0:3 0:4 0:15 1:3: --
1766951177.304133 cmd_parse_build_commands 0:3 0:4 0:15 1:4: #{q:mouse_word}
1766951177.304137 cmd_parse_build_commands 0:3 0:4 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1766951177.304140 cmd_parse_build_commands 0:3 0:4 0:17: C-y
1766951177.304144 cmd_parse_build_commands 0:3 0:4 0:18 0:0: copy-mode
1766951177.304148 cmd_parse_build_commands 0:3 0:4 0:18 0:1: -q
1766951177.304151 cmd_parse_build_commands 0:3 0:4 0:18 1:0: send-keys
1766951177.304155 cmd_parse_build_commands 0:3 0:4 0:18 1:1: -l
1766951177.304158 cmd_parse_build_commands 0:3 0:4 0:18 1:2: --
1766951177.304162 cmd_parse_build_commands 0:3 0:4 0:18 1:3: #{q:mouse_word}
1766951177.304165 cmd_parse_build_commands 0:3 0:4 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1766951177.304169 cmd_parse_build_commands 0:3 0:4 0:20: c
1766951177.304173 cmd_parse_build_commands 0:3 0:4 0:21 0:0: copy-mode
1766951177.304176 cmd_parse_build_commands 0:3 0:4 0:21 0:1: -q
1766951177.304180 cmd_parse_build_commands 0:3 0:4 0:21 1:0: set-buffer
1766951177.304183 cmd_parse_build_commands 0:3 0:4 0:21 1:1: --
1766951177.304187 cmd_parse_build_commands 0:3 0:4 0:21 1:2: #{q:mouse_word}
1766951177.304190 cmd_parse_build_commands 0:3 0:4 0:22: #{?mouse_line,Copy Line,}
1766951177.304194 cmd_parse_build_commands 0:3 0:4 0:23: l
1766951177.304202 cmd_parse_build_commands 0:3 0:4 0:24 0:0: copy-mode
1766951177.304206 cmd_parse_build_commands 0:3 0:4 0:24 0:1: -q
1766951177.304209 cmd_parse_build_commands 0:3 0:4 0:24 1:0: set-buffer
1766951177.304213 cmd_parse_build_commands 0:3 0:4 0:24 1:1: --
1766951177.304216 cmd_parse_build_commands 0:3 0:4 0:24 1:2: #{q:mouse_line}
1766951177.304220 cmd_parse_build_commands 0:3 0:4 0:25: 
1766951177.304224 cmd_parse_build_commands 0:3 0:4 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1766951177.304227 cmd_parse_build_commands 0:3 0:4 0:27: C-h
1766951177.304231 cmd_parse_build_commands 0:3 0:4 0:28 0:0: copy-mode
1766951177.304234 cmd_parse_build_commands 0:3 0:4 0:28 0:1: -q
1766951177.304238 cmd_parse_build_commands 0:3 0:4 0:28 1:0: send-keys
1766951177.304241 cmd_parse_build_commands 0:3 0:4 0:28 1:1: -l
1766951177.304245 cmd_parse_build_commands 0:3 0:4 0:28 1:2: --
1766951177.304248 cmd_parse_build_commands 0:3 0:4 0:28 1:3: #{q:mouse_hyperlink}
1766951177.304252 cmd_parse_build_commands 0:3 0:4 0:29: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1766951177.304256 cmd_parse_build_commands 0:3 0:4 0:30: h
1766951177.304259 cmd_parse_build_commands 0:3 0:4 0:31 0:0: copy-mode
1766951177.304263 cmd_parse_build_commands 0:3 0:4 0:31 0:1: -q
1766951177.304266 cmd_parse_build_commands 0:3 0:4 0:31 1:0: set-buffer
1766951177.304270 cmd_parse_build_commands 0:3 0:4 0:31 1:1: --
1766951177.304273 cmd_parse_build_commands 0:3 0:4 0:31 1:2: #{q:mouse_hyperlink}
1766951177.304277 cmd_parse_build_commands 0:3 0:4 0:32: 
1766951177.304281 cmd_parse_build_commands 0:3 0:4 0:33: Horizontal Split
1766951177.304284 cmd_parse_build_commands 0:3 0:4 0:34: h
1766951177.304288 cmd_parse_build_commands 0:3 0:4 0:35 0:0: split-window
1766951177.304292 cmd_parse_build_commands 0:3 0:4 0:35 0:1: -h
1766951177.304295 cmd_parse_build_commands 0:3 0:4 0:36: Vertical Split
1766951177.304299 cmd_parse_build_commands 0:3 0:4 0:37: v
1766951177.304303 cmd_parse_build_commands 0:3 0:4 0:38 0:0: split-window
1766951177.304306 cmd_parse_build_commands 0:3 0:4 0:38 0:1: -v
1766951177.304310 cmd_parse_build_commands 0:3 0:4 0:39: 
1766951177.304314 cmd_parse_build_commands 0:3 0:4 0:40: #{?#{>:#{window_panes},1},,-}Swap Up
1766951177.304317 cmd_parse_build_commands 0:3 0:4 0:41: u
1766951177.304321 cmd_parse_build_commands 0:3 0:4 0:42 0:0: swap-pane
1766951177.304324 cmd_parse_build_commands 0:3 0:4 0:42 0:1: -U
1766951177.304328 cmd_parse_build_commands 0:3 0:4 0:43: #{?#{>:#{window_panes},1},,-}Swap Down
1766951177.304331 cmd_parse_build_commands 0:3 0:4 0:44: d
1766951177.304335 cmd_parse_build_commands 0:3 0:4 0:45 0:0: swap-pane
1766951177.304338 cmd_parse_build_commands 0:3 0:4 0:45 0:1: -D
1766951177.304342 cmd_parse_build_commands 0:3 0:4 0:46: #{?pane_marked_set,,-}Swap Marked
1766951177.304346 cmd_parse_build_commands 0:3 0:4 0:47: s
1766951177.304349 cmd_parse_build_commands 0:3 0:4 0:48 0:0: swap-pane
1766951177.304353 cmd_parse_build_commands 0:3 0:4 0:49: 
1766951177.304356 cmd_parse_build_commands 0:3 0:4 0:50: Kill
1766951177.304360 cmd_parse_build_commands 0:3 0:4 0:51: X
1766951177.304363 cmd_parse_build_commands 0:3 0:4 0:52 0:0: kill-pane
1766951177.304367 cmd_parse_build_commands 0:3 0:4 0:53: Respawn
1766951177.304370 cmd_parse_build_commands 0:3 0:4 0:54: R
1766951177.304374 cmd_parse_build_commands 0:3 0:4 0:55 0:0: respawn-pane
1766951177.304378 cmd_parse_build_commands 0:3 0:4 0:55 0:1: -k
1766951177.304381 cmd_parse_build_commands 0:3 0:4 0:56: #{?pane_marked,Unmark,Mark}
1766951177.304385 cmd_parse_build_commands 0:3 0:4 0:57: m
1766951177.304388 cmd_parse_build_commands 0:3 0:4 0:58 0:0: select-pane
1766951177.304392 cmd_parse_build_commands 0:3 0:4 0:58 0:1: -m
1766951177.304396 cmd_parse_build_commands 0:3 0:4 0:59: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1766951177.304399 cmd_parse_build_commands 0:3 0:4 0:60: z
1766951177.304403 cmd_parse_build_commands 0:3 0:4 0:61 0:0: resize-pane
1766951177.304421 cmd_parse_build_commands 0:3 0:4 0:61 0:1: -Z
1766951177.304426 cmd_parse_build_commands 0:0: if
1766951177.304430 cmd_parse_build_commands 0:1: -Ft=
1766951177.304434 cmd_parse_build_commands 0:2: #{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}
1766951177.304438 cmd_parse_build_commands 0:3 0:0: select-pane
1766951177.304441 cmd_parse_build_commands 0:3 0:1: -t=
1766951177.304445 cmd_parse_build_commands 0:3 1:0: send
1766951177.304448 cmd_parse_build_commands 0:3 1:1: -M
1766951177.304452 cmd_parse_build_commands 0:4 0:0: display-menu
1766951177.304455 cmd_parse_build_commands 0:4 0:1: -t=
1766951177.304459 cmd_parse_build_commands 0:4 0:2: -xM
1766951177.304462 cmd_parse_build_commands 0:4 0:3: -yM
1766951177.304466 cmd_parse_build_commands 0:4 0:4: -T
1766951177.304469 cmd_parse_build_commands 0:4 0:5: #[align=centre]#{pane_index} (#{pane_id})
1766951177.304473 cmd_parse_build_commands 0:4 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1766951177.304477 cmd_parse_build_commands 0:4 0:7: <
1766951177.304481 cmd_parse_build_commands 0:4 0:8 0:0: send
1766951177.304484 cmd_parse_build_commands 0:4 0:8 0:1: -X
1766951177.304488 cmd_parse_build_commands 0:4 0:8 0:2: history-top
1766951177.304491 cmd_parse_build_commands 0:4 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1766951177.304495 cmd_parse_build_commands 0:4 0:10: >
1766951177.304499 cmd_parse_build_commands 0:4 0:11 0:0: send
1766951177.304502 cmd_parse_build_commands 0:4 0:11 0:1: -X
1766951177.304506 cmd_parse_build_commands 0:4 0:11 0:2: history-bottom
1766951177.304509 cmd_parse_build_commands 0:4 0:12: 
1766951177.304513 cmd_parse_build_commands 0:4 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
